TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,DURABILITY,INPLAYTEXT,PLAYERCLASS,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
<b>Kampfschrei:</b> Verursacht 4 Schaden wenn Ihr einen Mech auf dem Schlachtfeld habt. Der Schaden wird zufällig auf alle Feinde verteilt.,Goblins vs Gnomes,Minion,GVG_004,Goblinsprengmagier,,Rare,4,5,4,Battlecry,,,Mage,True,Glenn Rane,,Goblins sehen in der Magie nur ein weiteres Mittel eindrucksvolle Explosionen zu erzeugen.,,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_060e,Gut gerüstet,,,,,,,,,Paladin,,,,,,,
Jedes Mal wenn Euer Gegner einen Zauber wirkt erhaltet Ihr eine Kopie davon und gebt ihm eine Münze.,Goblins vs Gnomes,Minion,GVG_028,Handelsprinz Gallywix,,Legendary,6,5,8,,,,Rogue,True,Wei Wang,,Gallywix glaubt an die Wechselwirkung von Angebot und Nachfrage. Er bietet Euch Prügel an und fragt nach wie es Euch gefallen hat.,True,,
<b>Kampfschrei:</b> Vernichtet ein Wildtier.,Goblins vs Gnomes,Minion,GVG_120,Hemet Nesingwary,,Legendary,5,6,3,Battlecry,,,,True,Ralph Horsley,,Man hat es schwer als Jäger wenn Wildtiere wenige Minuten nach ihrem Tod wieder quicklebendig herumrennen.,True,,
Stellt jedes Mal wenn dieser Diener Schaden verursacht ebenso viel Leben bei Eurem Helden wieder her.,Goblins vs Gnomes,Minion,GVG_018,Herrin der Schmerzen,,Rare,2,1,4,,,,Warlock,True,Carl Critchlow,Demon,Des einen Leid ist des anderen Freud.,,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_104a,HIER NIMM BUFF.,,,,,,,,,,,,,,,,
Jedes Mal wenn Ihr einen Diener mit 1 Angriff ausspielt erhält dieser +2/+2.,Goblins vs Gnomes,Minion,GVG_104,Hobgoblin,,Epic,3,2,3,,,,,True,Laurel D. Austin,,Die Hobgoblins treffen sich nächste Woche um über Gewerkschaftsleistungen zu reden. Erster Punkt der Tagesordnung: Zahnzusatzversicherung.,,,
,Goblins vs Gnomes,Minion,GVG_092t,Huhn,,,1,1,1,,,,,,,Beast,,,,
<b>Wählt aus:</b> Jeder Spieler erhält 1 Manakristall; oder jeder Spieler zieht eine Karte.,Goblins vs Gnomes,Minion,GVG_032,Hüterin des Hains,,Rare,3,2,4,,,,Druid,True,Chris Rahn,,Vorlieben: Wandern und die weite weite Welt.
Abneigungen: Schredder und Sandalen (es passen ihr einfach keine!),,,
Stellt bei Eurem Helden 4 Leben wieder her wenn Ihr am Ende Eures Zuges über ein aktives <b>Geheimnis</b> verfügt.,Goblins vs Gnomes,Minion,GVG_089,Illuminatorin,,Rare,3,2,4,,,,,True,Jim Nelson,,Nein sie ruft nicht „Lumos!“,,,
Leben vertauscht.,Goblins vs Gnomes,Enchantment,GVG_014a,In den Schatten,,,,,,,,,Priest,,,,,,,
Fügt Eurer Hand einen zufälligen Diener hinzu. Dieser kostet (3) weniger.,Goblins vs Gnomes,Spell,GVG_003,Instabiles Portal,,Rare,2,,,,,,Mage,True,Sean ODaniels,,Die Einwohner Azeroths haben keine Ahnung wie viel es kostet Portale zu stabilisieren. Dafür gehen fast 30 Prozent des BIP drauf.,,,
+4 Leben.,Goblins vs Gnomes,Enchantment,GVG_069a,Instandsetzung,,,,,,,,,Priest,,,,,,,
Jeder Spieler zieht am Ende seines Zuges Karten bis er 3 auf der Hand hat.,Goblins vs Gnomes,Minion,GVG_094,Jeeves,,Rare,4,1,4,,,,,True,Matt Dixon,Mech,Er fühlt weder Mitleid noch Reue noch Schmerz und er wird vor nichts halt machen vor gar nichts solange Ihr nicht optimal versorgt seid.,,,
Jeder Spieler zieht eine Karte.,Goblins vs Gnomes,Spell,GVG_032b,Kartengeschenk,,,,,,,,,Druid,,,,,,,
Benachbarte Diener können nicht als Ziel von Zaubern oder Heldenfähigkeiten gewählt werden.,Goblins vs Gnomes,Minion,GVG_122,Kleine Zauberblockerin,,Epic,4,2,5,Aura,,,Mage,True,Jonboy Meyers,,Meine Gnome meine Zauber mein Block.,,,
Verursacht $3–$6 Schaden.
<b>Überladung:</b> (1),Goblins vs Gnomes,Spell,GVG_038,Knistern,,Common,2,,,,,,Shaman,True,Warren Mahy,,Wirkt auf Gegner geradezu elektrisierend.,,,
Erhält jedes Mal <b>Gottesschild</b> wenn Ihr einen Mech herbeiruft.,Goblins vs Gnomes,Minion,GVG_062,Kobaltwächter,,Rare,5,6,3,,,,Paladin,True,Jim Nelson,Mech,Viele Jahre lang fertigte man die Wächterserie aus Echtsilber ... bis die Produktion nach Gadgetzan ausgelagert wurde.,,,
Fügt einem Diener und dem feindlichen Helden $3 Schaden zu.,Goblins vs Gnomes,Spell,GVG_073,Kobraschuss,,Common,5,,,,,,Hunter,True,Howard Lyon,,Pures Gift für eine ausgeglichene Partie.,,,
Erhöhter Angriff.,Goblins vs Gnomes,Enchantment,GVG_076a,Kolben,,,,,,,,,,,,,,,,
<b>Spott</b>. <b>Kampfschrei:</b> Erhält +1 Angriff für jedes andere Eurer Wildtiere auf dem Schlachtfeld.,Goblins vs Gnomes,Minion,GVG_046,König der Wildtiere,,Rare,5,2,6,Battlecry|Taunt,,,Hunter,True,Seamus Gallagher,Beast,Er war einst das Ende der Nahrungskette bevor das Löwensteak in Kalimdor zur Delikatesse erklärt wurde.,,,
<b>Wutanfall:</b> +1 Angriff,Goblins vs Gnomes,Minion,GVG_051,Kriegsbot,,Common,1,1,3,Enrage,,,Warrior,True,Tyler Walpole,Mech,Die Massenproduktion von Kriegsbots wurde unterbrochen als man feststellte dass sie versehentlich in Modellgröße hergestellt wurden.,,,
Stellt #3 Leben wieder her. Ruft eine Lichtwächterin herbei wenn das Ziel immer noch verletzt ist.,Goblins vs Gnomes,Spell,GVG_012,Licht der Naaru,,Rare,1,,,,,,Priest,True,Jesper Ejsing,,„Es werde Licht!“ – Kommando an Lichtwächter und Goblins mit Flammenkanonen,,,
Fügt jedem Diener Schaden zu der seinem Angriff entspricht.,Goblins vs Gnomes,Spell,GVG_008,Lichtbombe,,Epic,6,,,AffectedBySpellPower,,,Priest,True,Luca Zontini,,Die logische Folge wenn man Goblins erlaubt Priester zu werden.,,,
+1/+1.,Goblins vs Gnomes,Enchantment,GVG_102e,Macht von Tüftlerstadt,,,,,,,,,,,,,,,,
Vervielfacht den Angriff.,Goblins vs Gnomes,Enchantment,GVG_049e,Macht von ZulFarrak,,,,,,,,,Hunter,,,,,,,
Verleiht Euren anderen Dämonen +2/+2.
Euer Held ist <b>immun</b>.,Goblins vs Gnomes,Minion,GVG_021,MalGanis,,Legendary,9,9,7,Aura,,,Warlock,True,Wayne Reynolds,Demon,MalGanis mag es gar nicht wenn man ihn verrät – überlegt es Euch besser zweimal bevor Ihr ihn ablegt ...,True,,
MalGanis verleiht diesem Diener +2/+2.,Goblins vs Gnomes,Enchantment,GVG_021e,MalGanis Einfluss,,,,,,,,,Warlock,,,,,,,
<b>Todesröcheln:</b> Mischt diesen Diener in Euer Deck.,Goblins vs Gnomes,Minion,GVG_035,Malorne,,Legendary,7,9,7,Deathrattle,,,Druid,True,Oliver Chipping,Beast,Er ist der unangefochtene Platzhirsch.,True,,
Jeder Spieler erhält 1 Manakristall.,Goblins vs Gnomes,Spell,GVG_032a,Manageschenk,,,,,,,,,Druid,,,,,,,
Fügt Eurer Hand jedes Mal ein <b>Ersatzteil</b> hinzu wenn dieser Diener Schaden erleidet.,Goblins vs Gnomes,Minion,GVG_034,Mech-Bär-Katze,,Rare,6,7,6,,,,Druid,True,Trent Kaniuga,Mech,50 Prozent Bär 50 Prozent Katze 100 Prozent Mech.,,,
<b>Todesröcheln:</b> Jeder Spieler erhält ein <b>Ersatzteil</b> auf die Hand.,Goblins vs Gnomes,Minion,GVG_078,Mechanischer Yeti,,Common,4,4,5,Deathrattle,,,,True,Chris Seaman,Mech,Die Yetis der Zugwindspitze sind Quelle sowohl der Inspiration als auch der brutalen Abreibungen.,,,
Eure Mechs kosten (1) weniger.,Goblins vs Gnomes,Minion,GVG_006,Mechwarper,,Common,2,2,3,Aura,,,,True,Phil Saunders,Mech,Mechs müssen sich reproduzieren können solange mit der Reproduktion nicht gegen das erste oder zweite Mech-Gesetz verstoßen wird.,,,
+2 Angriff.,Goblins vs Gnomes,Enchantment,GVG_048e,Metallzähne,,,,,,,,,Hunter,,,,,,,
<b>Kampfschrei:</b> Verleiht Euren anderen Mechs +2 Angriff.,Goblins vs Gnomes,Minion,GVG_048,Metallzahnspringer,,Rare,3,3,3,Battlecry,,,Hunter,True,Hideaki Takamura,Mech,Nicht im Regen stehen lassen. Im Krater von UnGoro gibt es eine ganze Kolonie von Rostzahnspringern.,,,
Erhält zu Beginn jedes Zuges +1 Angriff.,Goblins vs Gnomes,Minion,GVG_103,Mikromaschine,,Common,2,1,2,,,,,True,Skan Srisuwan,Mech,Das Original.,,,
Wenn Ihr zu Beginn Eures Zuges mindestens 3 Mechs auf dem Schlachtfeld habt vernichtet sie alle und bildet V-07-TR-0N.,Goblins vs Gnomes,Minion,GVG_111,Mimirons Kopf,,Legendary,5,4,5,,,,,True,Trent Kaniuga,Mech,Nicht auf den großen roten Knopf drücken!,True,,
<b>Verstohlenheit</b> <b>Zauberschaden +1</b>,Goblins vs Gnomes,Minion,GVG_109,Minimagier,,Epic,4,4,1,Spellpower|Stealth,,,,True,Ben Olson,,Er versteckt sich gerne ab und zu in der Schatzkiste in der Arena der Gurubashi.,,,
Alle Diener haben eine Chance von 50% einen anderen Feind anzugreifen.,Goblins vs Gnomes,Minion,GVG_112,Mogor der Oger,,Legendary,6,7,6,,,,,True,Michal Ivan,,Mogor half einmal mit das Dunkle Portal wieder zu öffnen. Die müssen in echten Schwierigkeiten gesteckt haben wenn sie sich auf einen Oger verlassen haben.,True,,
<b>Kampfschrei:</b> Verleiht einem befreundeten Mech +2/+2.,Goblins vs Gnomes,Minion,GVG_055,Mörderische Rostlaube,,Rare,4,2,5,Battlecry,,,Warrior,True,Jesper Esjing,Mech,Sie ist kaputt? Einfach ein paar Mal treten und dabei „verdammte Schrottkiste!“ rufen.,,,
Zieht jedes Mal eine Karte wenn ein anderer befreundeter Murloc stirbt. <b>Überladung:</b> (1),Goblins vs Gnomes,Minion,GVG_040,Murlocgeistwandler,,Epic,4,2,5,,,,Shaman,True,Clint Langley,Murloc,Man sagt die Elemente erhören jeden der sie für einen würdigen Zweck anruft. Ob dies auch dann stimmt wenn der Entsprechende nur „MRGHRGLGLGL!“ von sich gibt ist eine ganz andere Frage ...,,,
<b>Kampfschrei:</b> Übernehmt die Kontrolle über ein zufälliges feindliches <b>Geheimnis</b>.,Goblins vs Gnomes,Minion,GVG_074,Mystikerin von Kezan,,Rare,4,4,3,Battlecry,,,,True,Jakub Kasper,,Sie liebt es im Mittelpunkt zu stehen und anderen ihre Geheimnisse auf die Nase zu binden.,,,
<b>Kampfschrei:</b> Fügt Eurer Hand 4 zufällige Murlocs hinzu. <b>Überladung:</b> (3),Goblins vs Gnomes,Minion,GVG_042,Neptulon,,Legendary,7,7,7,Battlecry,,,Shaman,True,Ruan Jia,,Seit dem Kataklysmus hat er Wasserkreislaufprobleme.,True,,
<b>Spott</b> <b>Gottesschild</b>,Goblins vs Gnomes,Minion,GVG_085,Nerv-o-Tron,,Common,2,1,2,Divine Shield|Taunt,,,,True,Matt Dixon,Mech,Der Erfinder des Nerv-o-Trons wurde aus der Tüftlerschule aus Tüftlerstadt und schließlich aus den Östlichen Königreichen verbannt.,,,
<b>Verstohlenheit</b>. Chance von 50% einen anderen Feind anzugreifen.,Goblins vs Gnomes,Minion,GVG_088,Ninjaoger,,Rare,5,6,6,Stealth,,,Rogue,True,Samwise,,Die Schnelligkeit eines Ninjas verbunden mit der Präzision eines Ogers.,,,
<b>Friert</b> einen Diener ein.,Goblins vs Gnomes,Spell,PART_005,Notkühlmittel,,,1,,,Freeze,,,,,Peerasak Senalai,,,,,
Chance von 50% einen anderen Feind anzugreifen.,Goblins vs Gnomes,Minion,GVG_065,Ogerschläger,,Common,3,4,4,,,,,True,Vinod Rams,,Oger haben kein sehr großes Vokalu... Vobuka... Oger kennen nicht besonders viele Wörter.,,,
Chance von 50% einen anderen Feind anzugreifen.,Goblins vs Gnomes,Weapon,GVG_054,Ogertotschläger,,Common,3,4,,,2,,Warrior,True,Richard Wright,,Primitiv fehlgeleitet und extrem gefährlich. Wie überhaupt das meiste das mit Ogern zu tun hat.,,,
Verleiht einem Diener +1 Leben.,Goblins vs Gnomes,Spell,PART_001,Panzerung,,,1,,,,,,,,Nutchapol Thitinunthakorn,,,,,
+1 Leben.,Goblins vs Gnomes,Enchantment,PART_001e,Panzerung,,,,,,,,,,,,,,,,
,Goblins vs Gnomes,Minion,GVG_064,Pfützenstampfer,,Common,2,3,2,,,,,True,Jaemin Kim,Murloc,Er verehrt Morgl das große Murloc-Orakel – wer tut das nicht?,,,
<b>Kampfschrei:</b> Verwandelt einen befreundeten Diener in einen zufälligen Diener der gleich viel kostet.,Goblins vs Gnomes,Minion,GVG_108,Rekombobulator,,Epic,2,3,2,Battlecry,,,,True,Ben Olson,,Für den Fall dass das Kombobulieren beim ersten Mal nicht ganz so verläuft wie geplant.,,,
<b>Kampfschrei:</b> Verleiht einem befreundeten Mech +4 Leben.,Goblins vs Gnomes,Minion,GVG_083,Reparaturbot 2.0,,Rare,5,5,5,Battlecry,,,Priest,True,Nutchapol Thitinunthakorn,Mech,Er hat genau die gleichen Funktionen wie sein Vorgänger aber heißt jetzt „2.0“ und kostet doppelt so viel.,,,
Hat +2 Angriff solange Ihr einen Mech auf dem Schlachtfeld habt.,Goblins vs Gnomes,Minion,GVG_013,Ritzelmeister,,Common,1,1,2,Aura,,,,True,Trent Kaniuga,,Nach einer Weile sieht man die Zahnräder und Getriebe gar nicht mehr sondern nur potenzielle Roboter Spinnenpanzer Todesstrahlen ...,,,
Hat +2 Angriff solange Ihr einen Mech auf dem Schlachtfeld habt.,Goblins vs Gnomes,Weapon,GVG_024,Ritzelschraubenschlüssel,,Epic,3,1,,Aura,3,,Rogue,True,Richard Wright,,Er zieht Schrauben an und Troggs eine über!,,,
Ruft jedes Mal einen Lepragnom herbei wenn ein feindlicher Diener stirbt.,Goblins vs Gnomes,Minion,GVG_116,Robogenieur Thermadraht,,Legendary,9,9,7,,,,,True,Trent Kaniuga,Mech,Er sah für sein Volk eine strahlende Zukunft voraus.,True,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_055e,Rostige Trümmer,,,,,,,,,Warrior,,,,,,,
Verleiht einem Diener <b>Spott</b>.,Goblins vs Gnomes,Spell,PART_003,Rostiges Horn,,,1,,,,,,,,Peerasak Senalai,,,,,
Lasst einen befreundeten Diener auf Eure Hand zurückkehren.,Goblins vs Gnomes,Spell,PART_002,Rückspuler,,,1,,,,,,,,Nutthapon Petthai,,,,,
Legt einen zufälligen Diener aus der Hand jedes Spielers auf das Schlachtfeld.,Goblins vs Gnomes,Spell,GVG_029,Ruf der Urahnen,,Epic,4,,,,,,Shaman,True,Dan Scott,,„Hey! Urahnen!“,,,
Ruft drei Rekruten der Silbernen Hand (1/1) herbei. Legt eine Waffe an (1/4).,Goblins vs Gnomes,Spell,GVG_061,Ruf zu den Waffen,,Rare,3,,,,,,Paladin,True,Mike Hayes,,„Ich hab Pizza dabei!“ – Einer der erfolgreichsten Sammelrufe der Silbernen Hand,,,
<b>Zauberschaden +1</b>,Goblins vs Gnomes,Minion,GVG_123,Rußspeier,,Rare,3,3,3,Spellpower,,,Mage,True,Phil Saunders,Mech,Sein Erfinder ist mit dem des Goblinschredders in heftige Patentstreitigkeiten verwickelt.,,,
<b>Kampfschrei:</b> Verleiht Euren Rekruten der Silbernen Hand +2/+2.,Goblins vs Gnomes,Minion,GVG_060,Rüstmeister,,Epic,5,2,5,Battlecry,,,Paladin,True,Phroilan Gardner,,Mit ihm gewinnt Ihr jedes Wettrüsten.,,,
Vernichtet einen zufälligen feindlichen Diener. <b>Combo:</b> Zerstört auch die Waffe Eures Gegners.,Goblins vs Gnomes,Spell,GVG_047,Sabotage,,Epic,4,,,Combo,,,Rogue,True,Dave Allsop,,Sorgt für Rohrkrepierer und Ladehemmungen. Wie das bei Klingenwaffen funktioniert? Magie.,,,
Fügt einem zufälligen Diener $1 Schaden zu. Wird wiederholt bis ein Diener stirbt.,Goblins vs Gnomes,Spell,GVG_050,Sausendes Sägeblatt,,Epic,3,,,,,,Warrior,True,Andrew Hou,,Nur Goblins hätten das jemals für eine gute Idee halten können. Und auch sie haben langsam ihre Zweifel.,,,
Verleiht einem befreundeten Diener bis zu Eurem nächsten Zug <b>Verstohlenheit</b>.,Goblins vs Gnomes,Spell,PART_004,Schadhaftes Tarnfeld,,,1,,,,,,,,Nutchapol Thitinunthakorn,,,,,
+3 Angriff.,Goblins vs Gnomes,Enchantment,GVG_022a,Schärföl des Tüftlers,,,,,,,,,,,,,,,,
+3 Angriff.,Goblins vs Gnomes,Enchantment,GVG_022b,Schärföl des Tüftlers,,,,,,,,,,,,,,,,
Verleiht Eurer Waffe +3 Angriff. <b>Combo:</b> Verleiht einem zufälligen befreundeten Diener +3 Angriff.,Goblins vs Gnomes,Spell,GVG_022,Schärföl des Tüftlers,,Common,4,,,Combo,,,Rogue,True,Den,,Damit gießt Ihr nur Öl ins Feuer.,,,
<b>Kampfschrei:</b> Fügt allen Dienern mit <b>Todesröcheln</b> 2 Schaden zu.,Goblins vs Gnomes,Minion,GVG_101,Scharlachroter Läuterer,,Rare,3,4,3,Battlecry,,,Paladin,True,Anton Zemskov,,Der Orden denkt darüber nach einen alljährlichen Scharlachroten Umzug zu veranstalten um die öffentliche Meinung zu läutern.,,,
<b>Kampfschrei:</b> Fügt jedem Helden 3 Schaden zu.,Goblins vs Gnomes,Minion,GVG_009,Schattenbomberin,,Epic,1,2,1,Battlecry,,,Priest,True,Matt Dixon,,Legt jedes Mal aufs Neue einen Bombenauftritt hin.,,,
Fügt jedes Mal einem zufälligen Feind 1 Schaden zu wenn ein Charakter geheilt wird.,Goblins vs Gnomes,Minion,GVG_072,Schattenboxer,,Rare,2,2,3,,,,Priest,True,Dan Scott,Mech,Boxen ist seine primäre Funktion und seine sekundäre Funktion.,,,
Fügt jedes Mal einem zufälligen Feind 2 Schaden zu wenn Ihr einen Piraten herbeiruft.,Goblins vs Gnomes,Minion,GVG_075,Schiffskanone,,Common,2,2,3,,,,,True,Warren Mahy,,Diese Karte zeigt sich stets von ihrer Breitseite.,,,
<b>Kampfschrei:</b> Erhaltet 5 Rüstung.,Goblins vs Gnomes,Minion,GVG_053,Schildmaid,,Rare,6,5,5,Battlecry,,,Warrior,True,Alex Horley Orlandelli,,Beim Shoppen liegt ihr Hauptaugenmerk auf der Haltbarkeit der Ware.,,,
<b>Friert</b> jeden Charakter ein der von diesem Diener verletzt wurde.,Goblins vs Gnomes,Minion,GVG_002,Schneefresser,,Common,2,2,3,Freeze,,,Mage,True,Gabor Szikszai,Mech,„Mit dem Schneefresser 2000 Deluxe sind unbefahrbare Straßen Schnee von gestern!“,,,
Erhält jedes Mal +2/+2 wenn ein befreundeter Mech stirbt.,Goblins vs Gnomes,Minion,GVG_106,Schrottbot,,Epic,5,1,5,,,,,True,Zoltan Boros,Mech,Des einen Mechs Schrott ist des anderen Mechs Aufrüstung!,,,
<b>Kampfschrei:</b> Verleiht einem Diener -2 Angriff in diesem Zug.,Goblins vs Gnomes,Minion,GVG_011,Schrumpfmeister,,Common,2,3,2,Battlecry,,,Priest,True,Jim Nelson,,Nach dem Desaster mit dem Weltvergrößerer sind Gnome etwas vorsichtiger mit größenverändernden Erfindungen.,,,
-2 Angriff in diesem Zug.,Goblins vs Gnomes,Enchantment,GVG_011a,Schrumpfstrahl,,,,,,OneTurnEffect,,,,,,,,,,
Erhält jedes Mal +2/+2 wenn Euer Held während Eures Zuges Schaden erleidet.,Goblins vs Gnomes,Minion,GVG_100,Schwebender Beobachter,,Common,5,4,4,,,,Warlock,True,Todd Lockwood,Demon,Schwebend beobachten ist in diesem Fall ein dehnbarer Begriff.,,,
,Goblins vs Gnomes,Minion,GVG_070,Seebär,,Common,5,7,4,,,,,True,Alex Horley Orlandelli,Pirate,„Seegurke“ war schon vergeben.,,,
+2 Angriff in diesem Zug.,Goblins vs Gnomes,Enchantment,GVG_057a,Siegel des Lichts,,,,,,OneTurnEffect,,,,,,,,,,
Stellt bei Eurem Helden #4 Leben wieder her und verleiht ihm +2 Angriff in diesem Zug.,Goblins vs Gnomes,Spell,GVG_057,Siegel des Lichts,,Common,2,,,ImmuneToSpellpower,,,Paladin,True,Jason Chan,,Möge es Euch ein Licht sein an dunklen Orten wenn alle anderen Lichter ausgehen.,,,
<b>Todesröcheln:</b> Ruft einen zufälligen legendären Diener herbei.,Goblins vs Gnomes,Minion,GVG_114,Sneeds alter Schredder,,Legendary,8,5,7,Deathrattle,,,,True,Christopher Moeller,Mech,Nach Sneeds Niederlage in den Todesminen wurde sein Schredder an einen anonymen Bieter versteigert. (Wahrscheinlich Hogger.),True,,
<b>Ansturm</b> <b>Spott</b>,Goblins vs Gnomes,Minion,GVG_098,Soldat von Gnomeregan,,Common,3,1,4,Charge|Taunt,,,,True,Zoltan & Gabor,,Die tapferen Gnome sind bereit in ihre verstrahlte und schlecht belüftete Heimat zurückzukehren!,,,
,Goblins vs Gnomes,Minion,GVG_044,Spinnenpanzer,,Common,3,3,4,,,,,True,Dany Orizio,Mech,„Und wenn wir Kanonen darauf montieren würden?“ – Fitzblitz beim Mustern des Spinnenmobils,,,
Erhält jedes Mal +1 Angriff wenn Euer Gegner einen Zauber wirkt.,Goblins vs Gnomes,Minion,GVG_067,Splittersteintrogg,,Common,2,2,3,,,,,True,Peet Cooper,,Nur eines ist schlimmer als den Gestank eines Troggs zu riechen: seinen Gedichten zuhören zu müssen.,,,
Erhöhte Werte.,Goblins vs Gnomes,Enchantment,GVG_100e,Stirnrunzeln,,,,,,,,,Warlock,,,,,,,
<b>Todesröcheln:</b> Verleiht einem zufälligen befreundeten Mech +2/+2.,Goblins vs Gnomes,Weapon,GVG_036,Streitantriebskolben,,Rare,3,3,,Deathrattle,2,,Shaman,True,Zoltan and Gabor,,Das beste Hausmittel gegen Antriebslosigkeit.,,,
Werft jedes Mal die obersten 3 Karten Eures Decks ab wenn Euer Gegner eine Karte ausspielt.,Goblins vs Gnomes,Minion,GVG_016,Teufelshäscher,,Epic,5,8,8,,,,,True,Zoltan & Gabor,Mech,Hinterlässt tiefe Fußspuren in Eurem Deck.,,,
Fügt am Ende Eures Zuges einem Nicht-Mech 2 Schaden zu.,Goblins vs Gnomes,Minion,GVG_020,Teufelskanone,,Rare,4,3,5,,,,Warlock,True,Matt Gaser,Mech,„Neu und verbessert jetzt mit 200 % mehr Verderbtheit!“,,,
<b>Kampfschrei und Todesröcheln:</b> Fügt Eurer Hand ein <b>Ersatzteil</b> hinzu.,Goblins vs Gnomes,Minion,GVG_115,Toshley,,Legendary,6,5,7,Battlecry|Deathrattle,,,,True,Zoltan & Gabor,,Die mobile Infanterie hat ihn zu dem gemacht was er heute ist.,True,,
Stellt am Ende Eures Zuges bei Eurem Helden 4 Leben wieder her.,Goblins vs Gnomes,Minion,GVG_039,Totem der Vitalität,,Rare,2,0,3,,,,Shaman,True,Guangjian Huang,Totem,Dieses Totem hat gerade noch gefehlt.,,,
Löst alle <b>Todesröcheln</b>-Effekte Eurer Diener aus.,Goblins vs Gnomes,Spell,GVG_026,Totstellen,,Epic,2,,,,,,Hunter,True,Luca Zontini,,Das schwerste dabei sich überzeugend totzustellen ist der richtige Geruch. Das verlangt wahren Einsatz.,,,
Ruft jedes Mal einen Felsenkiefertrogg herbei wenn Euer Gegner einen Zauber wirkt.,Goblins vs Gnomes,Minion,GVG_118,Troggzor der Erdinator,,Legendary,7,6,6,,,,,True,Mike Sass,,Trotz Versuchen ihn aufzuhalten erdiniert er immer wieder die ganze Umgebung.,True,,
<b>Kampfschrei:</b> Erhält +1/+1 und Ihr erhaltet ein <b>Ersatzteil</b> auf die Hand wenn Ihr einen Mech auf dem Schlachtfeld habt.,Goblins vs Gnomes,Minion,GVG_102,Tüftelstadttechniker,,Common,3,3,3,Battlecry,,,,True,Gabor Szikszai,,Ja ja ja jetzt wird wieder in die Hände gespuckt!,,,
<b>Zauberschaden +2</b>,Goblins vs Gnomes,Enchantment,GVG_123e,Überdreht,,,,,,Spellpower,,,Mage,,,,,,,
Angriff und Leben vom Umkehrschalter vertauscht.,Goblins vs Gnomes,Enchantment,PART_006a,Umgekehrt,,,,,,,,,,,,,,,,
Vertauscht Angriff und Leben eines Dieners.,Goblins vs Gnomes,Spell,PART_006,Umkehrschalter,,,1,,,,,,,,Nutthapon Petthai,,,,,
<b>Ansturm</b> <b>Super-Windzorn</b> <i>(Kann 4-mal pro Zug angreifen.)</i>,Goblins vs Gnomes,Minion,GVG_111t,V-07-TR-0N,,Legendary,8,4,8,Charge,,,,,Chris Seaman,Mech,,True,,
+2/+4 und <b>Zauberschaden +1</b>.,Goblins vs Gnomes,Enchantment,GVG_010b,Velens Auserwählter,,,,,,,,,,,,,,,,
Verleiht einem Diener +2/+4 und <b>Zauberschaden +1</b>.,Goblins vs Gnomes,Spell,GVG_010,Velens Auserwählter,,Common,3,,,,,,Priest,True,Alex Horley Orlandelli,,Das passiert wenn Velen mit dem nackten Finger auf jemanden zeigt.,,,
Erhöhter Angriff.,Goblins vs Gnomes,Enchantment,GVG_063a,Vergeltung,,,,,,,,,,,,,,,,
,Goblins vs Gnomes,Minion,GVG_071,Verirrter Weitschreiter,,Common,4,5,4,,,,,True,Benjamin Zhang,Beast,Auf seinem Bürzel ist „An den Finder: bitte nach Mulgore zurückbringen“ eintätowiert.,,,
+1 Leben.,Goblins vs Gnomes,Spell,GVG_030b,Verteidigungsmodus,,,,,,,,,Druid,,,,,,,
+1 Leben.,Goblins vs Gnomes,Enchantment,GVG_030be,Verteidigungsmodus,,,,,,,,,Druid,,,,,,,
Erhöhter Angriff.,Goblins vs Gnomes,Enchantment,GVG_067a,Verwertete Magie,,,,,,Aura,,,,,,,,,,
Erhöhter Angriff.,Goblins vs Gnomes,Enchantment,GVG_068a,Verwertete Magie,,,,,,Aura,,,,,,,,,,
<b>Kampfschrei:</b> Vertauscht das Leben dieses Dieners mit dem eines anderen Dieners.,Goblins vs Gnomes,Minion,GVG_014,Voljin,,Legendary,5,6,2,Battlecry,,,Priest,True,Raymond Swanland,,Schattenjäger sind wie Schattenpriester nur mit mehr Voodoo.,True,,
<b>Kampfschrei:</b> Verursacht 6 Schaden der zufällig auf alle anderen Charaktere aufgeteilt wird.,Goblins vs Gnomes,Minion,GVG_090,Wahnsinniger Bomber,,Rare,5,5,4,Battlecry,,,,True,Alex Horley Orlandelli,,Er hat aufgrund seiner unberechenbaren explosiven Natur nur wenige Freunde.,,,
,Goblins vs Gnomes,Minion,GVG_045t,Wichtel,,,1,1,1,,,,Warlock,,,Demon,,,,
Fügt einem Diener $2–$4 Schaden zu. Beschwört pro zugefügten Schadenspunkt einen Wichtel (1/1).,Goblins vs Gnomes,Spell,GVG_045,Wichtelexplosion,,Rare,4,,,,,,Warlock,True,Jaemin Kim,,Die Wichtel sind viel schlimmer als die Explosion.,,,
Mischt einen feindlichen Diener in das Deck Eures Gegners.,Goblins vs Gnomes,Spell,GVG_031,Wiederverwerten,,Rare,6,,,,,,Druid,True,Brandon Kitkouski,,Ein gutes Beispiel dafür dass Druiden beim Kartenspiel wie bei allen anderen Dingen auf Nachhaltigkeit setzen.,,,
