TYPE,SET,HEALTH,ID,NAME,TEXT,FACTION,RARITY,COST,MECHANICS,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
Minion,Goblins vs Gnomes,1,GVG_082,Gnomo de Corda,<b>Último Suspiro:</b> Adicione um card <b>Peça Sobressalente</b> à sua mão.,,Common,1,Deathrattle,,2,,,True,Matt Dixon,Mech,Gnomos de corda são ótimos companheiros de escalada.,,,
Minion,Goblins vs Gnomes,9,GVG_077,Golem Ânima,No final do turno destrua este lacaio se ele for o seu único.,,Epic,6,,,9,Warlock,,True,Josh Harris,Mech,O Animus Sombrio é maligno e misterioso e enorme e forte e bacana e fala assim de um jeito que parece um chiuaua superempolgado.,,,
Minion,Goblins vs Gnomes,4,GVG_105,Golem Celeste Guiado,<b>Último Suspiro:</b> Evoque um lacaio aleatório com 4 de Custo.,,Epic,6,Deathrattle,,6,,,True,Michael Phillippi,Mech,O ápice da engenharia goblínica. Inclui uma máquina de espresso e um massageador de pés.,,,
Minion,Goblins vs Gnomes,3,GVG_062,Guardião de Cobalto,Sempre que você evocar um Mecanoide ganhe <b>Escudo Divino</b>.,,Rare,5,,,6,Paladin,,True,Jim Nelson,Mech,Os Guardiões eram feitos de adamantium mas a fábrica se mudou para Geringontzan e lá o cobalto é mais barato.,,,
Enchantment,Goblins vs Gnomes,,GVG_027e,Guaribando tique-taques,Atributos aumentados.,,,,,,,Rogue,,,,,,,,
Minion,Goblins vs Gnomes,3,GVG_051,Guerrobô,<b>Enfurecer:</b> +1 de Ataque.,,Common,1,Enrage,,1,Warrior,,True,Tyler Walpole,Mech,A produção em massa dos guerrobôs foi interrompida porque o tamanho deles tinha sido configurado para &bdquo;tamanho de amostra grátis&bdquo;.,,,
Minion,Goblins vs Gnomes,3,GVG_104,Hobgoblin,Sempre que você jogar um lacaio com 1 de Ataque conceda-lhe +2/+2.,,Epic,3,,,2,,,True,Laurel D. Austin,,Os hobgoblins vão se reunir na semana que vem para discutir os pacotes de benefícios do sindicato. Primeiro tópico: plano odontológico.,,,
Minion,Goblins vs Gnomes,4,GVG_089,Iluminador,Se você controlar um <b>Segredo</b> no final do seu turno restaure 4 de Vida do seu herói.,,Rare,3,,,2,,,True,Jim Nelson,,Não ninguém vai gritar &bdquo;LUMOS!&bdquo; aqui. Cê tá achando o que que aqui é Hogwarts?,,,
Spell,Goblins vs Gnomes,,GVG_045,Implosão de Diabrete,Cause $2-$4 de dano a um lacaio. Evoque um Diabrete 1/1 para cada ponto de dano causado.,,Rare,4,,,,Warlock,,True,Jaemin Kim,,Os pedaços de metal voando a altíssima velocidade são bem piores que a explosão.,,,
Minion,Goblins vs Gnomes,4,GVG_098,Infantaria de Gnomeregan,<b>Investida</b>
<b>Provocar</b>,,Common,3,Charge|Taunt,,1,,,True,Zoltan & Gabor,,Os gnomos são valentes e estão prontos para voltar para à sua terra natal irradiada e sem ventilação!,,,
Minion,Goblins vs Gnomes,5,GVG_060,Intendente,<b>Grito de Guerra:</b> Conceda +2/+2 aos seus Recrutas do Punho de Prata.,,Epic,5,Battlecry,,2,Paladin,,True,Phroilan Gardner,,A especialidade dele é dividir as coisas em quatro partes.,,,
Minion,Goblins vs Gnomes,5,GVG_122,Interrompe-feitiços Nanico,Lacaios adjacentes não podem ser alvo de feitiços nem de Poderes Heroicos.,,Epic,4,Aura,,2,Mage,,True,Jonboy Meyers,,Sua capacidade de interromper feitiços lhe valeu o apelido de &bdquo;Empata-fada&bdquo;.,,,
Enchantment,Goblins vs Gnomes,,PART_006a,Invertido,Ataque e Vida foram invertidos pela Chave Reversora.,,,,,,,,,,,,,,,
Minion,Goblins vs Gnomes,5,GVG_056,Jaganata de Ferro,<b>Grito de Guerra:</b> Coloque uma Mina no deck do seu oponente. Ao ser comprada ela explode causando 10 de dano.,,Legendary,6,Battlecry,,6,Warrior,,True,Raymond Swanland,Mech,O Jaganata de Ferro protege Orgrimmar e acabou de ganhar o prêmio de &bdquo;Funcionário do Mês&bdquo;!,True,,
Minion,Goblins vs Gnomes,4,GVG_094,Jarbas,Ao final dos respectivos turnos cada jogador compra até ter 3 cards.,,Rare,4,,,1,,,True,Matt Dixon,Mech,Pelas barbas do Jarbas! Não foi nada não é só que a gente sempre quis dizer isso.,,,
Spell,Goblins vs Gnomes,,GVG_050,Lâmina Quicante,Cause $1 de dano a um lacaio aleatório. Repita até um lacaio morrer.,,Epic,3,,,,Warrior,,True,Andrew Hou,,Só um goblin para achar que isso é uma boa ideia. E até eles já estão começando a ter dúvidas.,,,
Enchantment,Goblins vs Gnomes,,PART_007e,Lâminas Rodopiantes,+1 de Ataque.,,,,,,,,,,,,,,,
Spell,Goblins vs Gnomes,,PART_007,Lâminas Rodopiantes,Conceda +1 de Ataque a um lacaio.,,,1,,,,,,,Nutchapol Thitinunthakorn,,,,,
Minion,Goblins vs Gnomes,7,GVG_007,Leviatã Flamejante,Ao comprar este card cause 2 de dano a todos os personagens.,,Legendary,7,,,7,Mage,,True,Aleksi Briclot,Mech,Mimiron gosta de levar o Leviatã Flamejante para dar umas voltinhas... conseguir umas gatinhas...,True,,
Spell,Goblins vs Gnomes,,GVG_012,Luz dos Naarus,Restaure #3 de Vida. Se o alvo ainda estiver ferido evoque uma Guardiã da Luz.,,Rare,1,,,,Priest,,True,Jesper Ejsing,,&bdquo;Bota fogo!&bdquo; - Ordem dada aos Guardiões da Luz e Goblins com Canhões de Chamas.,,,
Weapon,Goblins vs Gnomes,,GVG_036,Maça do Poder,<b>Último Suspiro:</b> Conceda +2/+2 a um Mecanoide aliado aleatório.,,Rare,3,Deathrattle,,3,Shaman,2,True,Zoltan and Gabor,,As pessoas acham que os xamãs controlam os elementos mas eles só meio que pedem um favor e os elementos respondem &bdquo;ah claro sem problema&bdquo;.,,,
Enchantment,Goblins vs Gnomes,,GVG_067a,Magia Metabolizada,Ataque aumentado.,,,,Aura,,,,,,,,,,,
Enchantment,Goblins vs Gnomes,,GVG_068a,Magia Metabolizada,Ataque aumentado.,,,,Aura,,,,,,,,,,,
Minion,Goblins vs Gnomes,4,GVG_004,Mago Explosivo Goblin,<b>Grito de Guerra:</b> Se você tiver um Mecanoide cause 4 de dano dividido aleatoriamente entre todos os inimigos.,,Rare,4,Battlecry,,5,Mage,,True,Glenn Rane,,Sem bombas para jogar? Basta usar qualquer invenção goblínica.... dá no mesmo.,,,
Minion,Goblins vs Gnomes,7,GVG_021,Mal&sbquo;Ganis,Seus outros Demônios ganham +2/+2.
Seu herói fica <b>Imune</b>.,,Legendary,9,Aura,,9,Warlock,,True,Wayne Reynolds,Demon,Mal&sbquo;Ganis não gosta de ser traído. Cuidado ao descartá-lo.,True,,
Minion,Goblins vs Gnomes,7,GVG_035,Malorne,<b>Último Suspiro:</b> Coloque este lacaio no seu deck.,,Legendary,7,Deathrattle,,9,Druid,,True,Oliver Chipping,Beast,Qual a bebida preferida de Malorne o espírito cervo? Cerveja? Não é água pura da fonte. Não foge não que eu vou ligar pro IBAMA.,True,,
Minion,Goblins vs Gnomes,4,GVG_032,Mantenedora do Bosque,<b>Escolha Um -</b> Conceda um Cristal de Mana a cada jogador; ou Cada jogador compra um card.,,Rare,3,,,2,Druid,,True,Chris Rahn,,Gosta de: fazer trilha e ficar ao ar livre. Não gosta de: retalhadores goblínicos e sandálias (nenhuma cabe!).,,,
Minion,Goblins vs Gnomes,5,GVG_086,Máquina de Cerco,Sempre que você ganhar Armadura conceda +1 de Ataque a este lacaio.,,Rare,5,,,5,Warrior,,True,Zero Yue,Mech,O ponto fraco da Bastilha de Invérnia!,,,
Minion,Goblins vs Gnomes,4,GVG_084,Máquina Voadora,<b>Fúria dos Ventos</b>,,Common,3,Windfury,,1,,,True,Matt Dixon,Mech,Para funcionar esse dispositivo precisa de uns dados de pelúcia amarrados no retrovisor. Sem isso ele é só uma &bdquo;máquina despencadora&bdquo;.,,,
Minion,Goblins vs Gnomes,7,GVG_116,Mecangenheiro Termaplugue,Sempre que um lacaio inimigo morrer evoque um Gnomo Leproso.,,Legendary,9,,,9,,,True,Trent Kaniuga,Mech,Ele era obcecado por explosivos até descobrir o tricô. Agora ele grita: &bdquo;CASAQUINHOS! MAIS CASAQUINHOS!&bdquo;,True,,
Minion,Goblins vs Gnomes,3,GVG_006,Mecano-traslador,Seus Mecanoides custam (1) a menos.,,Common,2,Aura,,2,,,True,Phil Saunders,Mech,Mecanoides que evocam mecanoides? Qual vai ser a próxima novidade? Churros que evocam churros? Hmmm...,,,
Minion,Goblins vs Gnomes,6,GVG_034,Mecano-Urso-Felino,Sempre que este lacaio receber dano adicione um card <b>Peça Sobressalente</b> à sua mão.,,Rare,6,,,7,Druid,,True,Trent Kaniuga,Mech,Nas horas de folga gosta de ouvir Renatto Urso.,,,
Minion,Goblins vs Gnomes,2,GVG_107,Mecanoide Aprimorador,<b>Grito de Guerra:</b> Conceda <b>Fúria dos Ventos</b> <b>Provocar</b> ou <b>Escudo Divino</b> aos seus outros lacaios.
<i>(aleatoriamente)</i>,,Epic,4,Battlecry,,3,,,True,Zoltan Boros,Mech,Os aprimoramentos dele não contêm glúten!,,,
Minion,Goblins vs Gnomes,2,GVG_013,Mestre da Engrenagem,Ganha +2 de Ataque enquanto você tiver um Mecanoide.,,Common,1,Aura,,1,,,True,Trent Kaniuga,,Depois de um tempo você nem vê mais engrenagens e porcas. É tudo &bdquo;robô&bdquo; &bdquo;tanque-aranha&bdquo; &bdquo;raio da morte&bdquo;...,,,
Minion,Goblins vs Gnomes,2,GVG_103,Micromáquina,No início de cada turno receba +1 de Ataque.,,Common,2,,,1,,,True,Skan Srisuwan,Mech,Esse card é do balacobaco.,,,
Spell,Goblins vs Gnomes,,GVG_056t,Mina Entocada,Ao comprar este card ele explode. Recebe 10 de dano e compre um card.,,,0,ImmuneToSpellpower,,,Warrior,,,Chris Seaman,,,,,
Minion,Goblins vs Gnomes,1,GVG_109,Minimago,<b>Furtividade</b>
<b>+1 de Dano Mágico</b>,,Epic,4,Spellpower|Stealth,,4,,,True,Ben Olson,,Às vezes ele se esconde no baú de tesouros da Arena de Gurubashi.,,,
Minion,Goblins vs Gnomes,2,GVG_058,Minirrobô Blindado,<b>Escudo Divino</b>,,Common,2,Divine Shield,,2,Paladin,,True,Raymond Swanland,Mech,Ele prefere acreditar naquilo em que foi programado para acreditar!,,,
Minion,Goblins vs Gnomes,3,GVG_074,Mística de Kezan,<b>Grito de Guerra:</b> Assuma o controle de um <b>Segredo</b> aleatório do inimigo.,,Rare,4,Battlecry,,4,,,True,Jakub Kasper,,Eles fingem ser sensatos e esclarecidos mas na verdade só não gostam de ficar de fora das fofocas.,,,
Minion,Goblins vs Gnomes,4,GVG_071,Moa Perdida,,,Common,4,,,5,,,True,Benjamin Zhang,Beast,A mensagem &bdquo;se encontrar favor devolvê-lo a Mulgore&bdquo; está gravada na traseira.,,,
Spell,Goblins vs Gnomes,,GVG_030a,Modo de Ataque,+1 de Ataque.,,,,,,,Druid,,,,,,,,
Enchantment,Goblins vs Gnomes,,GVG_030ae,Modo de Ataque,+1 de Ataque.,,,,,,,Druid,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_030b,Modo Tanque,+1 de Vida.,,,,,,,Druid,,,,,,,,
Enchantment,Goblins vs Gnomes,,GVG_030be,Modo Tanque,+1 de Vida.,,,,,,,Druid,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_028t,Moeda de Gallywix,Receba 1 Cristal de Mana somente neste turno.
<i>(Não ativa Gallywix.)</i>,,,0,,,,,,,,,,,,
Minion,Goblins vs Gnomes,6,GVG_112,Mogor o Ogro,Todos os lacaios têm 50% de chance de atacar o inimigo errado.,,Legendary,6,,,7,,,True,Michal Ivan,,Mogor já ajudou a reabrir o Portal Negro. A gente sabe que está encrencado quando precisa confiar em um ogro.,True,,
Minion,Goblins vs Gnomes,7,GVG_042,Neptulon,<b>Grito de Guerra:</b> Adicione 4 Murlocs aleatórios à sua mão. <b>Sobrecarga: (3)</b>,,Legendary,7,Battlecry,,7,Shaman,,True,Ruan Jia,,Neptulon é o &bdquo;Caçador das Marés&bdquo;. Ele é um dos quatro senhores elementais. E dizem que quando se reúnem ele e Ragnaros vão direto pra sauna.,True,,
Minion,Goblins vs Gnomes,5,GVG_091,Nulificador Arcano X-21,<b>Provocar</b>
Não pode ser alvo de feitiços nem de Poderes Heroicos.,,Rare,4,Taunt,,2,,,True,Zero Yue,Mech,Os magos e os engenheiros gnomos vivem se estapeando para decidir quem foi que inventou esse mecanoide.,,,
Enchantment,Goblins vs Gnomes,,GVG_046e,O Rei,Ataque aumentado.,,,,,,,Hunter,,,,,,,,
Minion,Goblins vs Gnomes,4,GVG_100,Observador Flutuante,Sempre que seu herói receber dano no seu turno receba +2/+2.,,Common,5,,,4,Warlock,,True,Todd Lockwood,Demon,O nome original era &bdquo;Olho Boladão do Mal Furioso em Chamas&bdquo; mas o marketing achou que ficaria meio demais.,,,
Weapon,Goblins vs Gnomes,,GVG_054,Ogro Guerramalho,50% de chance de atacar o inimigo errado.,,Common,3,,,4,Warrior,2,True,Richard Wright,,Simples todo errado e incrivelmente perigoso. Sabe que nem tudo o que os ogros fazem.,,,
Minion,Goblins vs Gnomes,6,GVG_088,Ogro Ninja,<b>Furtividade</b>
50% de chance de atacar o inimigo errado.,,Rare,5,Stealth,,6,Rogue,,True,Samwise,,Ele não teve nota para entrar na Faculdade Ninja mas o papai mexeu os pauzinhos.,,,
Enchantment,Goblins vs Gnomes,,GVG_022b,Óleo de Arma do Faz-tudo,+3 de Ataque.,,,,,,,,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_022,Óleo de Arma do Faz-tudo,Conceda +3 de Ataque à sua arma. <b>Combo:</b> Conceda +3 de Ataque a um lacaio aliado aleatório.,,Common,4,Combo,,,Rogue,,True,Den,,&bdquo;Tá na hora de cascar o bandulho!&bdquo; - Grito de guerra incompreensível.,,,
Enchantment,Goblins vs Gnomes,,GVG_022a,Óleo de Arma do Faz-tudo,+3 de Ataque.,,,,,,,,,,,,,,,
Minion,Goblins vs Gnomes,1,GVG_076,Ovelha Explosiva,<b>Último Suspiro:</b> Cause 2 de dano a todos os lacaios.,,Common,2,Deathrattle,,1,,,True,Ralph Horsley,Mech,Como é que isso funciona? Os inimigos pensam: &bdquo;<i>Ai</i> que ovelhinha fofinha!&bdquo; e correm para fazer carinho nela?,,,
Minion,Goblins vs Gnomes,2,GVG_064,Pisa-poças,,,Common,2,,,3,,,True,Jaemin Kim,Murloc,Ele honra Morgl o grande oráculo murloc! (E quem não honra??),,,
Enchantment,Goblins vs Gnomes,,GVG_076a,Pistões,Ataque aumentado.,,,,,,,,,,,,,,,
Enchantment,Goblins vs Gnomes,,GVG_102e,Poder da Vila da Gambiarra,+1/+1.,,,,,,,,,,,,,,,
Enchantment,Goblins vs Gnomes,,GVG_049e,Poder de Zul&sbquo;Farrak,Ataque multiplicador.,,,,,,,Hunter,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_003,Portal Instável,Adicione um lacaio aleatório à sua mão. Ele custa (3) a menos.,,Rare,2,,,,Mage,,True,Sean O&sbquo;Daniels,,Os cidadãos de Azeroth não fazem ideia do trabalho que dá estabilizar portais. 30% do PIB vai para a manutenção de portais.,,,
Enchantment,Goblins vs Gnomes,,GVG_036e,Potencializado,+2/+2.,,,,,,,Shaman,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_061,Preparação de Batalha,Evoque três Recrutas do Punho de Prata 1/1. Equipe uma Arma 1/4.,,Rare,3,,,,Paladin,,True,Mike Hayes,,&bdquo;Eu levo a paçoca!&bdquo; – Um dos gritos de guerra mais bem-sucedidos (e raros) do Punho de Prata.,,,
Minion,Goblins vs Gnomes,8,GVG_028,Príncipe Mercador Gallywix,Sempre que seu oponente lança um feitiço ganhe uma cópia do feitiço e conceda uma Moeda a ele.,,Legendary,6,,,5,Rogue,,True,Wei Wang,,Gallywix adora a mão invisível do mercado. Especialmente quando ela está espancando seus inimigos.,True,,
Minion,Goblins vs Gnomes,3,GVG_101,Purificador Escarlate,<b>Grito de Guerra</b>: Cause 2 de dano a todos os lacaios com <b>Último Suspiro</b>.,,Rare,3,Battlecry,,4,Paladin,,True,Anton Zemskov,,A Cruzada Escarlate está fazendo uma pesquisa de mercado para saber se &bdquo;A Cruzada Bege&bdquo; seria mais bem recebida.,,,
Enchantment,Goblins vs Gnomes,,GVG_101e,Puro,Atributos aumentados.,,,,,,,Paladin,,,,,,,,
Enchantment,Goblins vs Gnomes,,GVG_011a,Raio Encolhedor,-2 de Ataque neste turno.,,,,OneTurnEffect,,,,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_031,Reciclar,Coloque um lacaio inimigo no deck do seu oponente.,,Rare,6,,,,Druid,,True,Brandon Kitkouski,,A reciclagem druídica funciona assim: plásticos em uma lixeira lacaios inimigos em outra.,,,
Minion,Goblins vs Gnomes,2,GVG_108,Recombobulador,<b>Grito de Guerra:</b> Transforme um lacaio aliado em um lacaio aleatório com o mesmo Custo.,,Epic,2,Battlecry,,3,,,True,Ben Olson,,Para o caso de você não conseguir combobular direito da primeira vez.,,,
Minion,Goblins vs Gnomes,6,GVG_046,Rei das Feras,<b>Provocar</b>. <b>Grito de Guerra:</b> Ganhe +1 de Ataque para cada outra Fera que você tiver.,,Rare,5,Battlecry|Taunt,,2,Hunter,,True,Seamus Gallagher,Beast,Ele nunca dorme. Só olha pra dentro.,,,
Enchantment,Goblins vs Gnomes,,GVG_069a,Reparos!,+4 de Vida.,,,,,,,Priest,,,,,,,,
Spell,Goblins vs Gnomes,,PART_005,Resfriador de Emergência,<b>Congele</b> um lacaio.,,,1,Freeze,,,,,,Peerasak Senalai,,,,,
Minion,Goblins vs Gnomes,3,GVG_096,Retalhador Guiado,<b>Último Suspiro:</b> Evoque um lacaio aleatório com 2 de Custo.,,Common,4,Deathrattle,,4,,,True,Dan Scott,Mech,Antigamente só goblins pilotavam retalhadores. Hoje em dia todo mundo tem um de Agoureiro a Andarilho das Lendas Cho.,,,
Enchantment,Goblins vs Gnomes,,GVG_063a,Retaliação,Ataque aumentado,,,,,,,,,,,,,,,
Spell,Goblins vs Gnomes,,PART_002,Retroceder Tempo,Devolva um lacaio aliado à sua mão.,,,1,,,,,,,Nutthapon Petthai,,,,,
Minion,Goblins vs Gnomes,3,GVG_069,Robô de Cura Vintage,<b>Grito de Guerra:</b> Recupere 8 de Vida do seu herói.,,Common,5,Battlecry,,3,,,True,Jesper Esjing,Mech,Já não fazem mais robôs assim (por causa das explosões claro)!,,,
Minion,Goblins vs Gnomes,5,GVG_083,Robô de Reparos Aprimorado,<b>Grito de Guerra:</b> Conceda +4 de Vida a um Mecanoide aliado.,,Rare,5,Battlecry,,5,Priest,,True,Nutchapol Thitinunthakorn,Mech,É igual à geração anterior mas é só chamar de &bdquo;aprimorado&bdquo; que o preço dobra.,,,
Minion,Goblins vs Gnomes,1,GVG_110t,Robomba,<b>Último Suspiro:</b> Cause 1-4 de dano a um inimigo aleatório.,,,1,Deathrattle,,1,,,,,Mech,,,,
Minion,Goblins vs Gnomes,2,GVG_030,Robozinho Anodizado,<b>Provocar</b>. <b>Escolha um -</b>
+1 de Ataque ou +1 de Vida.,,Common,2,Taunt,,2,Druid,,True,Eva Widermann,Mech,Que cuti-cuti! POR QUE ELE TÁ COMENDO MINHA CARA?!? SOCORRO!!!,False,,
Minion,Goblins vs Gnomes,3,GVG_002,Rompe-neve,<b>Congele</b> qualquer personagem atingido por este lacaio.,,Common,2,Freeze,,2,Mage,,True,Gabor Szikszai,Mech,&bdquo;Que a neve lhe seja leve&bdquo; - Lápide do último oponente derrotado pelo Rompe-neve.,,,
Minion,Goblins vs Gnomes,3,GVG_120,Rosarães Guima,<b>Grito de Guerra:</b> Destrua uma Fera.,,Legendary,5,Battlecry,,6,,,True,Ralph Horsley,,É difícil ganhar a vida como caçador num mundo onde as feras reaparecem instantaneamente depois que morrem.,True,,
Spell,Goblins vs Gnomes,,GVG_047,Sabotagem,Destrua um lacaio inimigo aleatório. <b>Combo</b>: E a arma do seu oponente.,,Epic,4,Combo,,,Rogue,,True,Dave Allsop,,Ladino não deixa rastro segue só no sapatinho. Com ladino é mais embaixo enfia a faca de ladinho!,,,
Minion,Goblins vs Gnomes,3,GVG_048,Saltador Metalodonte,<b>Grito de Guerra</b>: Conceda +2 de Ataque aos seus outros Mecanoides.,,Rare,3,Battlecry,,3,Hunter,,True,Hideaki Takamura,Mech,Não os deixe na chuva. Na Cratera Un&sbquo;goro tem uma colônia enorme de saltadores enferrujadontes.,,,
Minion,Goblins vs Gnomes,4,GVG_095,Sapador Goblin,Tem +4 de Ataque enquanto seu oponente tiver 6 ou mais cards na mão.,,Rare,3,Aura,,2,,,True,Jesper Esjing,,Ele não é mais viciado em explodir. Hoje em dia só explode socialmente.,,,
Enchantment,Goblins vs Gnomes,,GVG_057a,Selo da Luz,+2 de Ataque neste turno.,,,,OneTurnEffect,,,,,,,,,,,
Spell,Goblins vs Gnomes,,GVG_057,Selo da Luz,Restaure #4 de Vida do seu herói e ganhe +2 de Ataque neste turno.,,Common,2,ImmuneToSpellpower,,,Paladin,,True,Jason Chan,,&bdquo;A morsa da Luz recupera OITO de vida.&bdquo; Quem é essa moça da Luz mesmo?,,,
Minion,Goblins vs Gnomes,4,GVG_018,Senhora da Dor,Sempre que este lacaio causar dano restaure a mesma quantidade de Vida do seu herói.,,Rare,2,,,1,Warlock,,True,Carl Critchlow,Demon,Irmã da Senhora da Cor que trabalha numa lojinha de tintas.,,,
Minion,Goblins vs Gnomes,2,GVG_027,Sensei de Ferro,No fim do seu turno conceda +2/+2 a outro Mecanoide aliado.,,Rare,3,,,2,Rogue,,True,Brian Despain,Mech,Os Mecanoides o adoram porque ele fala a língua deles.

010010000101010101000101,,,
Enchantment,Goblins vs Gnomes,,GVG_123e,Sobrecarregado,+2 de Dano Mágico.,,,,Spellpower,,,Mage,,,,,,,,
Minion,Goblins vs Gnomes,5,GVG_106,Sucatatron,Sempre que um Mecanoide aliado morrer receba +2/+2.,,Epic,5,,,1,,,True,Zoltan Boros,Mech,A sucata de um robô é o APRIMORAMENTO FANTÁSTICO de outro!,,,
Enchantment,Goblins vs Gnomes,,GVG_106e,Sucateado,Atributos aumentados.,,,,,,,,,,,,,,,
Enchantment,Goblins vs Gnomes,,GVG_023a,Super Afiado,+1 de Ataque.,,,,,,,,,,,,,,,
Minion,Goblins vs Gnomes,3,GVG_099,Taca-bomba,<b>Grito de Guerra:</b> Cause 4 de dano a um lacaio inimigo aleatório.,,Rare,5,Battlecry,,3,,,True,Luca Zontini,,Ele faz um lobby tremendo em Orgrimmar em favor das bombas.,,,
Minion,Goblins vs Gnomes,4,GVG_044,Tanque Aranha,,,Common,3,,,3,,,True,Dany Orizio,Mech,&bdquo;E se a gente instalar umas armas aí?&bdquo; - Xispavio ao ver a máquina-aranha de transporte,,,
Minion,Goblins vs Gnomes,7,GVG_079,Tanque de Força MÁX,<b>Escudo Divino</b>,,Common,8,Divine Shield,,7,,,True,Nutchapol Thitinunthakorn,Mech,Há uma fábrica em Tanaris que produz tanques de força mas só dois foram construídos por conta dos custos elevados.,,,
Enchantment,Goblins vs Gnomes,,GVG_104a,TAQUI TOMA BÔNUS.,+2/+2.,,,,,,,,,,,,,,,
Minion,Goblins vs Gnomes,3,GVG_102,Técnico da Vila da Gambiarra,<b>Grito de Guerra:</b> Se você tiver um Mecanoide receba +1/+1 e adicione uma <b>Peça Sobressalente</b> à sua mão.,,Common,3,Battlecry,,3,,,True,Gabor Szikszai,,&bdquo;Quem nasce lá na Vila / nem sequer vacila / ao abraçar a bomba...&bdquo; - Gnomoel Rosa,,,
Minion,Goblins vs Gnomes,7,GVG_115,Tocha,<b>Grito de Guerra e Último Suspiro:</b> Adicione um card <b>Peça Sobressalente</b> à sua mão.,,Legendary,6,Battlecry|Deathrattle,,5,,,True,Zoltan & Gabor,,Alguma coisa sobre conversores de força.,True,,
Minion,Goblins vs Gnomes,3,GVG_039,Totem de Vitalidade,No final do seu turno recupere 4 de Vida do seu herói.,,Rare,2,,,0,Shaman,,True,Guangjian Huang,Totem,Dá para encontrar esse item na feirinha de totens do bairro aos sábados.,,,
Minion,Goblins vs Gnomes,3,GVG_067,Trogg Lascapedra,Sempre que seu oponente lançar um feitiço receba +1 de Ataque.,,Common,2,,,2,,,True,Peet Cooper,,A única coisa pior que cheiro de trogg é a poesia deles.,,,
Minion,Goblins vs Gnomes,5,GVG_068,Trogg Pedraqueixo Parrudo,Sempre que seu oponente lançar um feitiço receba +2 de Ataque.,,Common,4,,,3,,,True,Chris Rahn,,Ele tem esse corpão por causa do pilates.,,,
Minion,Goblins vs Gnomes,6,GVG_118,Troggzor o Aterrador,Quando seu oponente lançar um feitiço evoque um Trogg Pedraqueixo Parrudo.,,Legendary,7,,,6,,,True,Mike Sass,,Ele continua aterrando por aí apesar das tentativas de detê-lo.,True,,
Minion,Goblins vs Gnomes,8,GVG_111t,V-07-TR-0N,<b>Investida</b>
<b>Mega-Fúria dos Ventos</b> <i>(Pode atacar quatro vezes em um turno.)</i>,,Legendary,8,Charge,,4,,,,Chris Seaman,Mech,,True,,
Minion,Goblins vs Gnomes,4,GVG_070,Velho Lobo do Mar,,,Common,5,,,7,,,True,Alex Horley Orlandelli,Pirate,Se você o chamar de &bdquo;cão sarnento&bdquo; vai andar na prancha rapidinho.,,,
Minion,Goblins vs Gnomes,7,GVG_114,Velho Retalhador do Sneed,<b>Último Suspiro:</b> Evoque um lacaio lendário aleatório.,,Legendary,8,Deathrattle,,5,,,True,Christopher Moeller,Mech,Quando Sneed foi derrotado nas Minas Mortas o retalhador dele foi leiloado para um comprador anônimo. (Provavelmente o Hogger.),True,,
