TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,INPLAYTEXT,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
<b>Божественный щит</b>,Goblins vs Gnomes,Minion,GVG_079,Силовой танк,,Common,8,7,7,Divine Shield,,,,True,Nutchapol Thitinunthakorn,Существует только в двух экземплярах потому что производившая их фабрика в Танарисе разорилась.,,Mech,,
Когда ваш противник разыгрывает карту вы сбрасываете три верхние карты вашей колоды.,Goblins vs Gnomes,Minion,GVG_016,Сквернобот,,Epic,5,8,8,,,,,True,Zoltan & Gabor,Ну хоть не сквернословит и на том спасибо.,,Mech,,
Ваша сила героя может наносить урон существам.,Goblins vs Gnomes,Minion,GVG_087,Снайпер из картеля,,Epic,2,2,3,,,Hunter,,True,Jun Kang,На самом деле он как и многие гоблины хотел стать сапером но перепутал название должности.,,,,
<b>Замораживает</b> любого персонажа которому наносит урон.,Goblins vs Gnomes,Minion,GVG_002,Снегочух,,Common,2,2,3,Freeze,,Mage,,True,Gabor Szikszai,Проезжая мимо он обычно напевает песенку «Голубой вагон».,,Mech,,
Уничтожает существо. Стоит на (4) маны меньше если у вас под контролем есть существо с неполным здоровьем.,Goblins vs Gnomes,Spell,GVG_052,Сокрушение,,Epic,7,,,,,Warrior,,True,Michael Sutfin,Некоторые считают что нет ничего лучше чем применить эту карту против своего противника. Варвары что с них взять.,,,,
<b>Предсмертный хрип:</b> призывает на поле боя случайное легендарное существо.,Goblins vs Gnomes,Minion,GVG_114,Старый крошшер Снида,,Legendary,8,5,7,Deathrattle,,,,True,Christopher Moeller,Когда Снида убили в Мертвых копях кто-то купил его крошшер с аукциона. Поговаривают что это был Дробитель.,True,Mech,,
+1 к атаке.,Goblins vs Gnomes,Enchantment,GVG_023a,Супер-острота.,,,,,,,,,,,,,,,,
,Goblins vs Gnomes,Minion,GVG_044,Танк-паук,,Common,3,3,4,,,,,True,Dany Orizio,«А что если нам прикрутить к ней пушку?» – подумал изобретатель паукомашины глядя на свое творение.,,Mech,,
Наносит $3 ед. урона.,Goblins vs Gnomes,Spell,GVG_015,Темная бомба,,Common,2,,,,,Warlock,,True,Jeff Haynie,Идеальная карта для эмо-колоды.,,,,
Наносит 1 ед. урона случайному персонажу противника каждый раз когда персонаж восстанавливает здоровье.,Goblins vs Gnomes,Minion,GVG_072,Теневой боксер,,Rare,2,2,3,,,Priest,,True,Dan Scott,Он твердо знает что давать гораздо приятнее чем получать.,,Mech,,
<b>Боевой клич:</b> наносит 3 ед. урона каждому герою.,Goblins vs Gnomes,Minion,GVG_009,Теневой бомбардир,,Epic,1,2,1,Battlecry,,Priest,,True,Matt Dixon,Да спасет вас Свет если вас угораздит назвать ее бомбардиршей или бомбардиркой.,,,,
В конце вашего хода восстанавливает 4 ед. здоровья вашему герою.,Goblins vs Gnomes,Minion,GVG_039,Тотем жизни,,Rare,2,0,3,,,Shaman,,True,Guangjian Huang,Самый ходовой товар на рынке тотемов. А еще говорят что здоровье не купишь!,,Totem,,
<b>Боевой клич предсмертный хрип:</b> вы кладете в руку карту <b>«Запасная часть»</b>.,Goblins vs Gnomes,Minion,GVG_115,Тошли,,Legendary,6,5,7,Battlecry|Deathrattle,,,,True,Zoltan & Gabor,Странное существо. Бормочет что-то о преобразователях энергии.,True,,,
Каждый раз когда ваш противник разыгрывает карту заклинания это существо получает +2 к атаке.,Goblins vs Gnomes,Minion,GVG_068,Трогг Каменной Челюсти,,Common,4,3,5,,,,,True,Chris Rahn,Он вырос такой большой потому что кушал кашу и никогда не забывал делать утреннюю зарядку.,,,,
Каждый раз когда ваш противник разыгрывает карту заклинания это существо получает +1 к атаке.,Goblins vs Gnomes,Minion,GVG_067,Трогг Камнедробов,,Common,2,2,3,,,,,True,Peet Cooper,Хуже запаха трогга может быть только его поэзия.,,,,
Призывает на поле боя трогга Каменной Челюсти каждый раз когда ваш противник разыгрывает заклинание.,Goblins vs Gnomes,Minion,GVG_118,Троггзор Терранатор,,Legendary,7,6,6,,,,,True,Mike Sass,Били его били – а он все терранатит.,True,,,
+1 к здоровью.,Goblins vs Gnomes,Enchantment,PART_001e,Укрепление брони,,,,,,,,,,,,,,,,
Выбранное существо получает +1 к здоровью.,Goblins vs Gnomes,Spell,PART_001,Укрепление брони,,,1,,,,,,,,Nutchapol Thitinunthakorn,,,,,
<b>Боевой клич:</b> выбранное существо получает -2 к атаке до конца хода.,Goblins vs Gnomes,Minion,GVG_011,Уменьшайстер,,Common,2,3,2,Battlecry,,Priest,,True,Jim Nelson,После неудачи с «Увеличителем мира» гномы с настороженностью относятся к изменяющим размер изобретениям.,,,,
-2 к атаке до конца хода.,Goblins vs Gnomes,Enchantment,GVG_011a,Уменьшающий луч,,,,,,OneTurnEffect,,,,,,,,,,
+2/+2.,Goblins vs Gnomes,Enchantment,GVG_036e,Усиление,,,,,,,,Shaman,,,,,,,,
Атака увеличена.,Goblins vs Gnomes,Enchantment,GVG_086e,Усиленная броня,,,,,,,,Warrior,,,,,,,,
+2/+2 от Мал&sbquo;Ганиса.,Goblins vs Gnomes,Enchantment,GVG_021e,Хватка Мал&sbquo;Ганиса,,,,,,,,Warlock,,,,,,,,
<b>Боевой клич:</b> уничтожает выбранного зверя.,Goblins vs Gnomes,Minion,GVG_120,Хеминг Эрнестуэй,,Legendary,5,6,3,Battlecry,,,,True,Ralph Horsley,Тяжело быть охотником в мире где любой зверь возрождается в считанные минуты после того как ты его убьешь.,True,,,
Каждый раз когда умирает ваш механизм это существо получает +2/+2.,Goblins vs Gnomes,Minion,GVG_106,Хламобот,,Epic,5,1,5,,,,,True,Zoltan Boros,Что одному хлам ему — отличное приобретение!,,Mech,,
Характеристики увеличены.,Goblins vs Gnomes,Enchantment,GVG_100e,Хмурый вид,,,,,,,,Warlock,,,,,,,,
Каждый раз когда вы разыгрываете существо с атакой 1 оно получает +2/+2.,Goblins vs Gnomes,Minion,GVG_104,Хобгоблин,,Epic,3,2,3,,,,,True,Laurel D. Austin,На следующей неделе профсоюз хобгоблинов будет обсуждать соцпакеты. Первый пункт на повестке дня: оплачиваемый стоматолог.,,,,
<b>Выберите эффект:</b> каждый игрок получает кристалл маны или каждый игрок берет карту.,Goblins vs Gnomes,Minion,GVG_032,Хранительница рощи,,Rare,3,2,4,,,Druid,,True,Chris Rahn,Обожает ходить в походы и гулять на свежем воздухе. Ненавидит крошшеры и сандалии (ни одни не подходят!).,,,,
